concessionaria;ano_do_pnv_snv;tipo_de_radar;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude;velocidade_leve;velocidade_pesado
LITORAL PIONEIRO;2019;Controlador;407;PR;0;Paranaguá;Principal;Crescente;Ativo;;-25,5601;-48,5823;40;40
LITORAL PIONEIRO;2019;Controlador;Acesso BR-277 2;PR;2,07;Paranaguá;Principal;Decrescente;Ativo;;-25,5489;-48,5484;60;60
LITORAL PIONEIRO;2019;Controlador;Acesso BR-277 2;PR;2,07;Paranaguá;Principal;Crescente;Ativo;;-25,5489;-48,5484;60;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;32;Morretes;Principal;Crescente;Ativo;;-25,5602;-48,8139;80;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;33,3;Morretes;Principal;Decrescente;Ativo;;-25,5681;-48,8118;80;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;36,4;Morretes;Principal;Decrescente;Ativo;;-25,5713;-48,8397;80;60
LITORAL PIONEIRO;2019;Controlador;BR-153;PR;31,15;Santo Antônio da Platina;Principal;Crescente;Ativo;;-23,2253;-50,0253;60;60
LITORAL PIONEIRO;2019;Controlador;BR-153;PR;41,9;Santo Antônio da Platina;Principal;Crescente;Ativo;;-23,2968;-50,0682;60;60
LITORAL PIONEIRO;2019;Controlador;BR-153;PR;41,95;Santo Antônio da Platina;Principal;Decrescente;Ativo;;-23,2972;-50,0685;60;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;35,5;Morretes;Principal;Decrescente;Ativo;;-25,5737;-48,8313;80;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;1,12;Paranaguá;Principal;Decrescente;Ativo;;-25,529;-48,5479;60;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;0,95;Paranaguá;Principal;Crescente;Ativo;;-25,5275;-48,5477;40;40
LITORAL PIONEIRO;2019;Controlador;BR-369;PR;19,97;Cambará;Principal;Decrescente;Ativo;;-23,0375;-50,0827;60;60
LITORAL PIONEIRO;2019;Controlador;BR-369;PR;86,33;Cornélio Procópio;Principal;Decrescente;Ativo;;-23,1737;-50,6207;60;60
LITORAL PIONEIRO;2019;Controlador;92;PR;219,8;Arapoti;Principal;Crescente;Ativo;;-24,1354;-49,8321;60;60
LITORAL PIONEIRO;2019;Controlador;92;PR;220,2;Arapoti;Principal;Decrescente;Ativo;;-24,1333;-49,8353;60;60
LITORAL PIONEIRO;2019;Controlador;92;PR;280,22;Siqueira Campos;Principal;Crescente;Ativo;;-23,6868;-49,8215;60;60
LITORAL PIONEIRO;2019;Controlador;92;PR;280,24;Siqueira Campos;Principal;Decrescente;Ativo;;-23,6867;-49,8217;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;195,9;Jaguariaíva;Principal;Decrescente;Ativo;;-24,1778;-49,6151;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;195,8;Jaguariaíva;Principal;Crescente;Ativo;;-24,1767;-49,6141;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;260,2;Piraí do Sul;Principal;Crescente;Ativo;;-24,5546;-49,9318;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;297,8;Carambeí;Principal;Crescente;Ativo;;-24,8675;-50,037;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;298;Carambeí;Principal;Decrescente;Ativo;;-24,8685;-50,038;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;307,4;Carambeí;Principal;Crescente;Ativo;;-24,9291;-50,0999;80;80
LITORAL PIONEIRO;2019;Controlador;151;PR;315,6;Carambeí;Principal;Crescente;Ativo;;-24,9949;-50,1263;80;80
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;41,4;Morretes;Principal;Decrescente;Ativo;;-25,5846;-48,8764;80;60
MSVIA;2014;Controlador;BR-163;MS;26,6;Mundo Novo;Principal;Crescente;Ativo;;-23,87683;-54,321937;100;80
MSVIA;2014;Controlador;BR-163;MS;27,3;Mundo Novo;Principal;Decrescente;Ativo;;-23,871613;-54,325601;100;80
MSVIA;2014;Controlador;BR-163;MS;75,7;Itaquiraí;Principal;Decrescente;Ativo;;-23,492776;-54,18549;60;60
MSVIA;2014;Controlador;BR-163;MS;260,2;Dourados;Principal;Crescente;Ativo;;-22,243012;-54,77046;100;80
MSVIA;2014;Controlador;BR-163;MS;269,4;Dourados;Principal;Crescente;Ativo;;-22,198842;-54,697236;60;60
MSVIA;2014;Controlador;BR-163;MS;270,7;Dourados;Principal;Decrescente;Ativo;;-22,192938;-54,689831;60;60
MSVIA;2014;Controlador;BR-163;MS;363,5;Nova Alvorada do Sul;Principal;Crescente;Ativo;;-21,476968;-54,387384;60;60
MSVIA;2014;Controlador;BR-163;MS;397;Nova Alvorada do Sul;Principal;Decrescente;Ativo;;-21,193144;-54,465419;100;80
MSVIA;2014;Controlador;BR-163;MS;466,8;Campo Grande;Principal;Crescente;Ativo;;-20,580802;-54,579087;60;60
MSVIA;2014;Controlador;BR-163;MS;475,6;Campo Grande;Principal;Decrescente;Ativo;;-20,514983;-54,56333;60;60
MSVIA;2014;Controlador;BR-163;MS;480,6;Campo Grande;Principal;Crescente;Ativo;;-20,47334;-54,559409;60;60
MSVIA;2014;Controlador;BR-163;MS;675,5;Rio Verde de Mato Grosso;Principal;Crescente;Ativo;;-18,959252;-54,828029;100;80
MSVIA;2014;Controlador;BR-163;MS;690,6;Rio Verde de Mato Grosso;Principal;Crescente;Ativo;;-18,834186;-54,813606;100;80
MSVIA;2014;Controlador;BR-163;MS;253,697;Dourados;Principal;Crescente;Ativo;;-22,27381;-54,81856;60;60
MSVIA;2014;Controlador;BR-163;MS;681,397;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,907938;-54,840658;60;60
MSVIA;2014;Controlador;BR-163;MS;419,867;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,992356;-54,506691;60;60
MSVIA;2014;Controlador;BR-163;MS;255,795;Dourados;Principal;Crescente;Ativo;;-22,260629;-54,80401;60;60
MSVIA;2014;Controlador;BR-163;MS;257,955;Dourados;Principal;Crescente;Ativo;;-22,25891;-54,78436;60;60
MSVIA;2014;Controlador;BR-163;MS;258,465;Dourados;Principal;Decrescente;Ativo;;-22,256869;-54,780059;60;60
MSVIA;2014;Controlador;BR-163;MS;649,06;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,162196;-54,759399;100;80
MSVIA;2014;Controlador;BR-163;MS;421,496;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,977801;-54,504827;60;60
MSVIA;2014;Redutor;BR-163;MS;527;Jaraguari;Principal;Crescente/Decrescente;Ativo;;-20,097495;-54,437731;40;40
MSVIA;2014;Redutor;BR-163;MS;730,266;Coxim;Principal;Crescente/Decrescente;Ativo;;-18,50305;-54,733521;40;40
MSVIA;2014;Redutor;BR-163;MS;680,433;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,91617;-54,838502;40;40
MSVIA;2014;Redutor;BR-163;MS;526,427;Jaraguari;Principal;Crescente/Decrescente;Ativo;;-20,102584;-54,439999;40;40
MSVIA;2014;Redutor;BR-163;MS;614,172;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,400625;-54,564441;40;40
MSVIA;2014;Controlador;BR-163;MS;254,015;Dourados;Principal;Decrescente;Ativo;;-22,27167;-54,81649;60;60
MSVIA;2014;Redutor;BR-163;MS;18,536;Mundo Novo;Principal;Crescente/Decrescente;Ativo;;-23,9384;-54,281068;40;40
MSVIA;2014;Redutor;BR-163;MS;265,824;Dourados;Principal;Crescente/Decrescente;Ativo;;-22,219275;-54,723943;40;40
MSVIA;2014;Redutor;BR-163;MS;420,485;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,986567;-54,506009;40;40
MSVIA;2014;Controlador;BR-163;MS;487,48;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,42004;-54,54654;60;60
MSVIA;2014;Controlador;BR-163;MS;616,568;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,38207;-54,57607;60;60
MSVIA;2014;Redutor;BR-163;MS;617,7;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,37327;-54,581459;60;60
MSVIA;2014;Controlador;BR-163;MS;547,428;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,92705;-54,3661;60;60
MSVIA;2014;Controlador;BR-163;MS;218,09;Caarapó;Principal;Crescente/Decrescente;Ativo;;-22,55386;-54,83306;100;80
MSVIA;2014;Controlador;BR-163;MS;767,667;Coxim;Principal;Crescente/Decrescente;Ativo;;-18,18581;-54,65466;60;60
MSVIA;2014;Controlador;BR-163;MS;493,276;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,37837;-54,53802;100;80
MSVIA;2014;Controlador;BR-163;MS;343,345;Rio Brilhante;Principal;Crescente/Decrescente;Ativo;;-20,38728;-54,54801;60;60
MSVIA;2014;Controlador;BR-163;MS;725,467;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,544533;-54,746857;60;60
MSVIA;2014;Redutor;BR-163;MS;727,2;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,530077;-54,741251;40;40
MSVIA;2014;Controlador;BR-163;MS;413,17;Nova Alvorada do Sul;Principal;Crescente/Decrescente;Ativo;;-21,0517;-54,498883;100;80
MSVIA;2014;Redutor;BR-163;MS;548,44;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,918372;-54,36857;40;40
MSVIA;2014;Redutor;BR-163;MS;548,82;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,915095;-54,36955;40;40
MSVIA;2014;Controlador;BR-163;MS;616,6;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,382116;-54,576027;60;60
MSVIA;2014;Controlador;BR-163;MS;725,465;Coxim;Principal;Crescente/Decrescente;Ativo;;-18,544525;-54,746877;60;60
MSVIA;2014;Controlador;BR-163;MS;5,18;Mundo Novo;Principal;Crescente/Decrescente;Ativo;;-24,010345;-54,305205;60;60
MSVIA;2014;Controlador;BR-163;MS;17,6;Mundo Novo;Principal;Crescente/Decrescente;Ativo;;-23,945694;-54,2836;60;60
MSVIA;2014;Controlador;BR-163;MS;491,801;Campo Grande;Principal;Decrescente;Ativo;;-20,387276;-54,548019;60;60
MSVIA;2014;Controlador;BR-163;MS;547,42;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,92723;-54,366066;60;60
MSVIA;2014;Controlador;BR-163;MS;575,3;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,679582;-54,350129;60;60
MSVIA;2014;Controlador;BR-163;MS;307,2;Douradina;Principal;Crescente/Decrescente;Ativo;;-21,91778;-54,534979;80;80
MSVIA;2014;Controlador;BR-163;MS;308,25;Rio Brilhante;Principal;Crescente/Decrescente;Ativo;;-21,908149;-54,533082;80;80
RIOSP;2000;Controlador;BR-116;RJ;230,821;Piraí;Principal;Decrescente;Ativo;;-22,668398;-43,827811;40;40
RIOSP;2000;Controlador;BR-116;SP;197,376;Arujá;Principal;Decrescente;Ativo;;-23,397994;-46,296136;80;80
RIOSP;2000;Controlador;BR-116;SP;68,421;Aparecida;Principal;Crescente;Ativo;;-22,835632;-45,220051;100;80
RIOSP;2000;Controlador;BR-116;SP;65,44;Guaratinguetá;Principal;Decrescente;Ativo;;-22,821801;-45,196731;100;80
RIOSP;2000;Controlador;BR-116;RJ;336,085;Resende;Principal;Decrescente;Ativo;;-22,501349;-44,667637;110;90
RIOSP;2000;Controlador;BR-116;RJ;332,88;Itatiaia;Principal;Crescente;Ativo;;-22,497182;-44,642786;110;90
RIOSP;2000;Controlador;BR-116;RJ;317,93;Itatiaia;Principal;Decrescente;Ativo;;-22,467917;-44,51036;110;90
RIOSP;2000;Controlador;BR-116;RJ;305,95;Resende;Principal;Crescente;Ativo;;-22,455725;-44,395567;110;90
RIOSP;2000;Controlador;BR-116;RJ;305,54;Resende;Principal;Decrescente;Ativo;;-22,455395;-44,391704;110;90
RIOSP;2000;Controlador;BR-116;RJ;276,59;Barra Mansa;Principal;Decrescente;Ativo;;-22,562395;-44,170901;80;80
RIOSP;2000;Controlador;BR-116;RJ;270,7;Barra Mansa;Principal;Crescente;Ativo;;-22,563596;-44,122209;100;80
RIOSP;2000;Controlador;BR-116;RJ;261,62;Volta Redonda;Principal;Decrescente;Ativo;;-22,585945;-44,055646;110;90
RIOSP;2000;Controlador;BR-116;RJ;242,87;Piraí;Principal;Decrescente;Ativo;;-22,630104;-43,910386;100;80
RIOSP;2000;Controlador;BR-116;RJ;234,1;Piraí;Principal;Crescente;Ativo;;-22,665734;-43,847786;80;80
RIOSP;2000;Controlador;BR-116;RJ;233,1;Piraí;Principal;Decrescente;Ativo;;-22,665871;-43,839376;40;40
RIOSP;2000;Controlador;BR-116;RJ;231,22;Piraí;Principal;Crescente;Ativo;;-22,652689;-43,832079;80;80
RIOSP;2000;Controlador;BR-116;RJ;230,82;Piraí;Principal;Decrescente;Ativo;;-22,668398;-43,827811;40;40
RIOSP;2000;Controlador;BR-116;RJ;228,67;Piraí;Principal;Decrescente;Ativo;;-22,679667;-43,838867;40;40
RIOSP;2000;Controlador;BR-116;RJ;228,05;Piraí;Principal;Decrescente;Ativo;;-22,680299;-43,836068;40;40
RIOSP;2000;Controlador;BR-116;RJ;226,54;Piraí;Principal;Decrescente;Ativo;;-22,682601;-43,827541;40;40
RIOSP;2000;Controlador;BR-101;RJ;577;Paraty;Principal;Decrescente;Ativo;;-23,230872;-44,719659;60;60
RIOSP;2000;Controlador;BR-101;RJ;532,1;Angra dos Reis;Principal;Decrescente;Ativo;;-23,017784;-44,530233;60;60
RIOSP;2000;Controlador;BR-101;RJ;508;Angra dos Reis;Principal;Crescente;Ativo;;-22,941211;-44,421564;60;60
RIOSP;2000;Controlador;BR-101;RJ;505,5;Angra dos Reis;Principal;Decrescente;Ativo;;-22,936705;-44,399357;50;50
RIOSP;2000;Controlador;BR-101;RJ;485,8;Angra dos Reis;Principal;Decrescente;Ativo;;-22,979751;-44,295796;50;50
RIOSP;2000;Controlador;BR-101;RJ;485,1;Angra dos Reis;Principal;Crescente;Ativo;;-22,985655;-44,297128;60;60
RIOSP;2000;Controlador;BR-101;RJ;484,5;Angra dos Reis;Principal;Decrescente;Ativo;;-22,987772;-44,302403;60;60
RIOSP;2000;Controlador;BR-101;RJ;483,8;Angra dos Reis;Principal;Decrescente;Ativo;;-22,993467;-44,304171;60;60
RIOSP;2000;Controlador;BR-101;RJ;482,3;Angra dos Reis;Principal;Crescente;Ativo;;-23,002651;-44,297922;50;50
RIOSP;2000;Controlador;BR-101;RJ;473,8;Angra dos Reis;Principal;Decrescente;Ativo;;-22,993366;-44,247773;50;50
RIOSP;2000;Controlador;BR-101;RJ;472,3;Angra dos Reis;Principal;Decrescente;Ativo;;-22,987513;-44,234874;50;50
RIOSP;2000;Controlador;BR-101;RJ;470,3;Angra dos Reis;Principal;Decrescente;Ativo;;-23,002553;-44,228513;60;60
RIOSP;2000;Controlador;BR-101;RJ;432,96;Mangaratiba;Principal;Decrescente;Ativo;;-22,938545;-44,034254;60;60
RIOSP;2000;Controlador;BR-101;RJ;419,6;Mangaratiba;Principal;Decrescente;Ativo;;-22,919123;-43,924176;60;60
RIOSP;2000;Controlador;BR-101;RJ;415;Mangaratiba;Principal;Crescente;Ativo;;-22,906058;-43,888453;100;80
RIOSP;2000;Controlador;BR-101;RJ;415;Mangaratiba;Principal;Decrescente;Ativo;;-22,906058;-43,888453;100;80
RIOSP;2000;Controlador;BR-101;RJ;412;Itaguaí;Principal;Crescente;Ativo;;-22,898754;-43,861492;50;50
RIOSP;2000;Controlador;BR-101;RJ;412;Itaguaí;Principal;Decrescente;Ativo;;-22,898754;-43,861492;50;50
RIOSP;2000;Controlador;BR-101;RJ;407;Itaguaí;Principal;Decrescente;Ativo;;-22,877999;-43,818911;100;80
RIOSP;2000;Controlador;BR-101;RJ;404;Itaguaí;Principal;Crescente;Ativo;;-22,862461;-43,795039;100;80
RIOSP;2000;Controlador;BR-101;RJ;383,6;Rio de Janeiro;Principal;Decrescente;Ativo;;-22,879347;-43,621664;90;90
RIOSP;2000;Controlador;BR-101;RJ;382,4;Rio de Janeiro;Principal;Crescente;Ativo;;-22,874774;-43,610946;90;90
RIOSP;2000;Controlador;BR-116;SP;228,79;São Paulo;Principal;Crescente;Ativo;;-23,510284;-46,573941;110;90
RIOSP;2000;Controlador;BR-116;SP;225,88;Guarulhos;Principal;Decrescente;Ativo;;-23,493594;-46,552641;90;90
RIOSP;2000;Controlador;BR-116;SP;224,145;Guarulhos;Principal;Crescente;Ativo;;-23,483972;-46,538453;90;90
RIOSP;2000;Controlador;BR-116;SP;224,145;Guarulhos;Principal;Crescente;Ativo;;-23,484045;-46,538374;110;90
RIOSP;2000;Controlador;BR-116;SP;224,145;Guarulhos;Principal;Decrescente;Ativo;;-23,48409;-46,538325;110;90
RIOSP;2000;Controlador;BR-116;SP;219,57;Guarulhos;Principal;Decrescente;Ativo;;-23,465246;-46,49964;90;90
RIOSP;2000;Controlador;BR-116;SP;217,67;Guarulhos;Principal;Crescente;Ativo;;-23,458908;-46,48336;90;90
RIOSP;2000;Controlador;BR-116;SP;202,39;Arujá;Principal;Crescente;Ativo;;-23,409483;-46,342533;110;90
RIOSP;2000;Controlador;BR-116;SP;192,14;Santa Isabel;Principal;Decrescente;Ativo;;-23,376876;-46,249147;80;80
RIOSP;2000;Controlador;BR-116;SP;176,35;Guararema;Principal;Crescente;Ativo;;-23,321825;-46,111816;110;90
RIOSP;2000;Controlador;BR-116;SP;163,31;Jacareí;Principal;Crescente;Ativo;;-23,287129;-45,993317;110;90
RIOSP;2000;Controlador;BR-116;SP;163,31;Jacareí;Principal;Decrescente;Ativo;;-23,287202;-45,993254;110;90
RIOSP;2000;Controlador;BR-116;SP;148,7;São José dos Campos;Principal;Decrescente;Ativo;;-23,203685;-45,882728;100;80
RIOSP;2000;Controlador;BR-116;SP;143,43;São José dos Campos;Principal;Crescente;Ativo;;-23,179129;-45,839602;110;90
RIOSP;2000;Controlador;BR-116;SP;130,41;Caçapava;Principal;Crescente;Ativo;;-23,122603;-45,727277;110;90
RIOSP;2000;Controlador;BR-116;SP;130,41;Caçapava;Principal;Decrescente;Ativo;;-23,122675;-45,727244;110;90
RIOSP;2000;Controlador;BR-116;SP;116,24;Taubaté;Principal;Crescente;Ativo;;-23,054711;-45,611173;110;90
RIOSP;2000;Controlador;BR-116;SP;108,26;Taubaté;Principal;Crescente;Ativo;;-23,024871;-45,540116;100;80
RIOSP;2000;Controlador;BR-116;SP;106,04;Taubaté;Principal;Decrescente;Ativo;;-23,013327;-45,523768;100;80
RIOSP;2000;Controlador;BR-116;SP;101,95;Pindamonhangaba;Principal;Crescente;Ativo;;-22,994664;-45,489411;110;90
RIOSP;2000;Controlador;BR-116;SP;94,24;Pindamonhangaba;Principal;Crescente;Ativo;;-22,961476;-45,423261;110;90
RIOSP;2000;Controlador;BR-116;SP;92,14;Pindamonhangaba;Principal;Decrescente;Ativo;;-22,952545;-45,405246;110;90
RIOSP;2000;Controlador;BR-116;SP;69,39;Aparecida;Principal;Decrescente;Ativo;;-22,843232;-45,224667;100;80
RIOSP;2000;Controlador;BR-116;SP;60,34;Guaratinguetá;Principal;Crescente;Ativo;;-22,792345;-45,163017;110;90
RIOSP;2000;Controlador;BR-116;SP;54;Lorena;Principal;Decrescente;Ativo;;-22,757284;-45,114169;110;90
RIOSP;2000;Controlador;BR-116;SP;38,52;Cachoeira Paulista;Principal;Decrescente;Ativo;;-22,67204;-44,995861;110;90
RIOSP;2000;Controlador;BR-116;SP;28,12;Cruzeiro;Principal;Decrescente;Ativo;;-22,624377;-44,912786;80;80
RIOSP;2000;Controlador;BR-116;SP;27,63;Silveiras;Principal;Crescente;Ativo;;-22,62192;-44,90943;80;80
RIOSP;2000;Controlador;BR-116;SP;22,31;Lavrinhas;Principal;Decrescente;Ativo;;-22,585081;-44,879807;80;80
RIOSP;2000;Controlador;BR-101;SP;50,5;Ubatuba;Principal;Decrescente;Ativo;;-23,452695;-45,074811;40;40
RIOSP;2000;Controlador;BR-101;SP;48,63;Ubatuba;Principal;Crescente;Ativo;;-23,440116;-45,087368;40;40
RIOSP;2000;Controlador;BR-101;SP;46,6;Ubatuba;Principal;Decrescente;Ativo;;-23,425878;-45,077354;40;40
RIOSP;2000;Controlador;BR-101;SP;46,6;Ubatuba;Principal;Crescente;Ativo;;-23,425878;-45,077354;40;40
RIOSP;2000;Controlador;BR-101;SP;35,33;Ubatuba;Principal;Crescente;Ativo;;-23,392756;-45,009061;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;103,45;Sapucaia;Principal;Crescente;Ativo;;-21,879046;-42,679691;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;104,32;Sapucaia;Principal;Decrescente;Ativo;;-21,880719;-42,684383;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;143,8;Sapucaia;Principal;Decrescente;Ativo;;-22,046359;-43,000731;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;157,38;Três Rios;Principal;Crescente;Ativo;;-22,101572;-43,094385;40;40
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;175,52;Três Rios;Principal;Crescente;Ativo;;-22,124125;-43,23013;40;40
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;236,38;Vassouras;Principal;Decrescente;Ativo;;-22,417588;-43,681278;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;236,84;Vassouras;Principal;Decrescente;Ativo;;-22,420001;-43,684734;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;238,75;Vassouras;Principal;Crescente;Ativo;;-22,430588;-43,700519;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;243,38;Vassouras;Principal;Decrescente;Ativo;;-22,431002;-43,74014;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;274,1;Barra do Piraí;Principal;Decrescente;Ativo;;-22,474864;-43,995843;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;232,25;Vassouras;Principal;Crescente;Ativo;;-22,392608;-43,652209;40;40
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;232,33;Vassouras;Principal;Decrescente;Ativo;;-22,392345;-43,652073;40;40
TRANSBRASILIANA;2015;Controlador;BR-153;SP;30;Nova Granada;Principal;Decrescente;Ativo;;-20,542967;-49,330419;60;60
TRANSBRASILIANA;2015;Controlador;BR-153;SP;60;São José do Rio Preto;Principal;Crescente;Ativo;;-20,797253;-49,355186;80;80
TRANSBRASILIANA;2015;Controlador;BR-153;SP;62;São José do Rio Preto;Principal;Decrescente;Ativo;;-20,812398;-49,356655;80;80
VIA ARAUCÁRIA;2019;Controlador;Acesso BR-277;PR;3,32;Curitiba;Principal;Decrescente;Ativo;;-25,4305;-49,333098;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;109,7;Curitiba;Principal;Crescente;Ativo;;-25,427559;-49,387434;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;111,77;Campo Largo;Principal;Decrescente;Ativo;;-25,43363;-49,40677;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;117,78;Campo Largo;Principal;Crescente;Ativo;;-25,44314;-49,45994;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;121,47;Campo Largo;Principal;Decrescente;Ativo;;-25,445425;-49,496812;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;132,08;Balsa Nova;Principal;Decrescente;Ativo;;-25,470446;-49,600163;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;144,98;Curitiba;Principal;Decrescente;Ativo;;-25,547679;-49,320949;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;145,02;Curitiba;Principal;Crescente;Ativo;;-25,547672;-49,321222;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;152,05;Araucária;Principal;Crescente;Ativo;;-25,570453;-49,384883;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;152,075;Araucária;Principal;Decrescente;Ativo;;-25,616548;-49,428861;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;133,58;Balsa Nova;Principal;Decrescente;Ativo;;-25,46292;-49,58721;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;159,25;Araucária;Principal;Crescente/Decrescente;Ativo;;-25,617131;-49,431537;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;159,32;Araucária;Principal;Crescente/Decrescente;Ativo;;-25,616867;-49,430203;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;160;Araucária;Principal;Crescente/Decrescente;Ativo;;-25,618299;-49,436403;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;160,16;Araucária;Principal;Crescente/Decrescente;Ativo;;-25,618586;-49,438396;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;195,47;Lapa;Principal;Crescente/Decrescente;Ativo;;-25,749979;-49,721871;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;229,83;Fernandes Pinheiro;Principal;Crescente/Decrescente;Ativo;;-25,470816;-50,470551;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;249,545;Irati;Principal;Crescente/Decrescente;Ativo;;-25,452706;-50,655944;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-373;PR;228,86;Imbituva;Principal;Crescente/Decrescente;Ativo;;-25,178723;-50,656786;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-373;PR;268,84;Prudentópolis;Principal;Crescente/Decrescente;Ativo;;-25,220236;-51,021521;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;219,55;Teixeira Soares;Principal;Crescente/Decrescente;Ativo;;-25,463829;-50,385353;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;229,52;Fernandes Pinheiro;Principal;Crescente/Decrescente;Ativo;;-25,470968;-50,467598;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;248,55;Irati;Principal;Crescente/Decrescente;Ativo;;-25,453245;-50,647387;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-373;PR;271,6;Prudentópolis;Principal;Crescente/Decrescente;Ativo;;-25,238679;-51,038856;80;80
VIA BRASIL;2021;Controlador;BR-163;MT;915,447;Itaúba;Principal;Crescente;Ativo;;-11,176991;-55,310202;40;40
VIA BRASIL;2021;Controlador;BR-163;MT;935,813;Itaúba;Principal;Crescente;Ativo;;-11,011351;-55,251918;40;40
VIA BRASIL;2021;Controlador;BR-163;MT;955,43;Nova Santa Helena;Principal;Crescente;Ativo;;-10,850435;-55,188227;60;60
VIA BRASIL;2021;Controlador;BR-163;MT;971,004;Terra Nova do Norte;Principal;Decrescente;Ativo;;-10,724973;-55,129791;80;80
VIA BRASIL;2021;Controlador;BR-163;MT;1028,562;Peixoto de Azevedo;Principal;Crescente;Ativo;;-10,255392;-54,997766;60;60
VIA BRASIL;2021;Controlador;BR-163;MT;1033,739;Matupá;Principal;Decrescente;Ativo;;-10,21798;-54,968787;60;60
VIA BRASIL;2021;Controlador;BR-163;MT;1037,105;Matupá;Principal;Decrescente;Ativo;;-10,193424;-54,951762;60;60
VIA BRASIL;2021;Controlador;BR-163;MT;1063,666;Guarantã do Norte;Principal;Crescente;Ativo;;-9,965051;-54,904962;40;40
VIA BRASIL;2021;Controlador;BR-163;MT;1063,71;Guarantã do Norte;Principal;Decrescente;Ativo;;-9,96461;-54,905037;40;40
